ticker,company,period_end,fiscal_quarter,currency,revenue,gross_profit,ebit,ebitda,net_income,eps_diluted,gross_margin_pct,ebit_margin_pct,ebitda_margin_pct,net_margin_pct,period_start,period_type,q4_derived,source
VZLA,Vizsla Silver Corp.,2026-04-30,FY2026,USD,0.0,-125000.0,-27308000.0,-27183000.0,-38685000.0,-0.11,,,,,2025-05-01,FY,False,yfinance
VZLA,Vizsla Silver Corp.,2025-04-30,FY2025,USD,0.0,-179000.0,-5820000.0,-5641000.0,-5820000.0,-0.02,,,,,2024-05-01,FY,False,yfinance
VZLA,Vizsla Silver Corp.,2024-04-30,FY2024,USD,0.0,-240695.94738,-11880477.329763,-11639781.382383,-11668670.661487,-0.058532,,,,,2023-05-01,FY,False,yfinance
VZLA,Vizsla Silver Corp.,2023-04-30,FY2023,USD,0.0,-197090.349978,-10279455.996486,-10082365.646508,-9951477.522331,-0.058574,,,,,2022-05-01,FY,False,yfinance
VITL.UN,Vital Infrastructure Property Trust.,2025-12-31,FY2025,CAD,422525000.0,327233000.0,162332000.0,162332000.0,-52852000.0,-0.211414,77.447,38.42,38.42,-12.509,2025-01-01,FY,False,yfinance
VITL.UN,Vital Infrastructure Property Trust.,2024-12-31,FY2024,CAD,462403000.0,364558000.0,-172011000.0,-172011000.0,-299757000.0,-1.20975,78.84,-37.199,-37.199,-64.826,2024-01-01,FY,False,yfinance
VITL.UN,Vital Infrastructure Property Trust.,2023-12-31,FY2023,CAD,507996000.0,401977000.0,-265175000.0,-263909000.0,-347690000.0,-1.429105,79.13,-52.2,-51.951,-68.443,2023-01-01,FY,False,yfinance
VITL.UN,Vital Infrastructure Property Trust.,2022-12-31,FY2022,CAD,452198000.0,364228000.0,368807000.0,370203000.0,64295000.0,0.267175,80.546,81.559,81.867,14.218,2022-01-01,FY,False,yfinance
WCN,Waste Connections Inc.,2025-12-31,FY2025,USD,9466915000.0,4011533000.0,1752467000.0,2984573000.0,1076557000.0,4.17,42.374,18.511,31.526,11.372,2025-01-01,FY,False,yfinance
WCN,Waste Connections Inc.,2024-12-31,FY2024,USD,8919591000.0,3727885000.0,1089737000.0,2253506000.0,617573000.0,2.39,41.794,12.217,25.265,6.924,2024-01-01,FY,False,yfinance
WCN,Waste Connections Inc.,2023-12-31,FY2023,USD,8021951000.0,3277438000.0,1258143000.0,2261354000.0,762800000.0,2.95,40.856,15.684,28.19,9.509,2023-01-01,FY,False,yfinance
WCN,Waste Connections Inc.,2022-12-31,FY2022,USD,7211859000.0,2875847000.0,1251294000.0,2170254000.0,835662000.0,3.24,39.877,17.351,30.093,11.587,2022-01-01,FY,False,yfinance
WDO,Wesdome Gold Mines Ltd.,2025-12-31,FY2025,CAD,914325000.0,569268000.0,520886000.0,608261000.0,349495000.0,2.31,62.261,56.969,66.526,38.224,2025-01-01,FY,False,yfinance
WDO,Wesdome Gold Mines Ltd.,2024-12-31,FY2024,CAD,558184000.0,241861000.0,207470000.0,307744000.0,135471000.0,0.9,43.33,37.169,55.133,24.27,2024-01-01,FY,False,yfinance
WDO,Wesdome Gold Mines Ltd.,2023-12-31,FY2023,CAD,333173000.0,37751000.0,-1557000.0,93631000.0,-6187000.0,-0.04,11.331,-0.467,28.103,-1.857,2023-01-01,FY,False,yfinance
WDO,Wesdome Gold Mines Ltd.,2022-12-31,FY2022,CAD,265483000.0,51112000.0,-745000.0,43817000.0,-14706000.0,-0.1,19.252,-0.281,16.505,-5.539,2022-01-01,FY,False,yfinance
WFG,West Fraser Timber Co. Ltd.,2025-12-31,FY2025,USD,5462000000.0,1278000000.0,-1152000000.0,-608000000.0,-937000000.0,-12.08,23.398,-21.091,-11.131,-17.155,2025-01-01,FY,False,yfinance
WFG,West Fraser Timber Co. Ltd.,2024-12-31,FY2024,USD,6174000000.0,1841000000.0,64000000.0,614000000.0,-5000000.0,-0.07,29.819,1.037,9.945,-0.081,2024-01-01,FY,False,yfinance
WFG,West Fraser Timber Co. Ltd.,2023-12-31,FY2023,USD,6454000000.0,1769000000.0,-204000000.0,337000000.0,-167000000.0,-2.01,27.409,-3.161,5.222,-2.588,2023-01-01,FY,False,yfinance
WFG,West Fraser Timber Co. Ltd.,2022-12-31,FY2022,USD,9701000000.0,4559000000.0,2617000000.0,3206000000.0,1975000000.0,20.86,46.995,26.977,33.048,20.359,2022-01-01,FY,False,yfinance
WPM,Wheaton Precious Metals Corp.,2025-12-31,FY2025,USD,2314600000.0,1671648000.0,1698497000.0,2003663000.0,1471720000.0,3.237,72.222,73.382,86.566,63.584,2025-01-01,FY,False,yfinance
WPM,Wheaton Precious Metals Corp.,2024-12-31,FY2024,USD,1284639000.0,802587000.0,644628000.0,892931000.0,529140000.0,1.165,62.476,50.18,69.508,41.19,2024-01-01,FY,False,yfinance
WPM,Wheaton Precious Metals Corp.,2023-12-31,FY2023,USD,1016045000.0,573440000.0,539265000.0,755191000.0,537644000.0,1.186,56.438,53.075,74.327,52.915,2023-01-01,FY,False,yfinance
WPM,Wheaton Precious Metals Corp.,2022-12-31,FY2022,USD,1065053000.0,565480000.0,669726000.0,903265000.0,669126000.0,1.479,53.094,62.882,84.809,62.826,2022-01-01,FY,False,yfinance
WCP,Whitecap Resources Inc.,2025-12-31,FY2025,CAD,5908800000.0,3460400000.0,1466900000.0,3176200000.0,984600000.0,0.99,58.563,24.826,53.754,16.663,2025-01-01,FY,False,yfinance
WCP,Whitecap Resources Inc.,2024-12-31,FY2024,CAD,3937900000.0,2362600000.0,1165000000.0,2140200000.0,812300000.0,1.36,59.996,29.584,54.349,20.628,2024-01-01,FY,False,yfinance
WCP,Whitecap Resources Inc.,2023-12-31,FY2023,CAD,3848900000.0,2364800000.0,1259300000.0,2124500000.0,889000000.0,1.46,61.441,32.718,55.198,23.098,2023-01-01,FY,False,yfinance
WCP,Whitecap Resources Inc.,2022-12-31,FY2022,CAD,4780400000.0,3112100000.0,2287500000.0,3094000000.0,1676100000.0,2.7,65.101,47.852,64.723,35.062,2022-01-01,FY,False,yfinance
WPK,Winpak Ltd.,2025-12-31,FY2025,USD,1125419000.0,342153000.0,188620000.0,245415000.0,137342000.0,2.25,30.402,16.76,21.807,12.204,2025-01-01,FY,False,yfinance
WPK,Winpak Ltd.,2024-12-31,FY2024,USD,1130895000.0,361626000.0,210840000.0,265398000.0,149455000.0,2.35,31.977,18.644,23.468,13.216,2024-01-01,FY,False,yfinance
WPK,Winpak Ltd.,2023-12-31,FY2023,USD,1141407000.0,334152000.0,200677000.0,250219000.0,148130000.0,2.28,29.275,17.582,21.922,12.978,2023-01-01,FY,False,yfinance
WPK,Winpak Ltd.,2022-12-31,FY2022,USD,1181133000.0,331764000.0,174855000.0,224241000.0,128343000.0,1.97,28.089,14.804,18.985,10.866,2022-01-01,FY,False,yfinance
WSP,WSP Global Inc.,2025-12-31,FY2025,CAD,18285000000.0,13959100000.0,1614100000.0,2365600000.0,964300000.0,7.36,76.342,8.827,12.937,5.274,2025-01-01,FY,False,yfinance
WSP,WSP Global Inc.,2024-12-31,FY2024,CAD,16166800000.0,12172200000.0,1234200000.0,1919500000.0,681400000.0,5.38,75.291,7.634,11.873,4.215,2024-01-01,FY,False,yfinance
WSP,WSP Global Inc.,2023-12-31,FY2023,CAD,14437200000.0,10897000000.0,994600000.0,1667800000.0,550000000.0,4.4,75.479,6.889,11.552,3.81,2023-01-01,FY,False,yfinance
WSP,WSP Global Inc.,2022-12-31,FY2022,CAD,11932900000.0,8957200000.0,706900000.0,1283400000.0,431800000.0,3.58,75.063,5.924,10.755,3.619,2022-01-01,FY,False,yfinance
