ticker,company,month,date,close,adj_close,volume,market_cap_est,pe_trailing_est
A,Agilent Technologies,2021-09,2021-09-01,157.52999877929688,152.03707885742188,29920800.0,44491503794.0,49.228
A,Agilent Technologies,2021-10,2021-10-01,157.49000549316406,152.18771362304688,28862200.0,44480208412.0,49.216
A,Agilent Technologies,2021-11,2021-11-01,150.89999389648438,145.8196258544922,34255700.0,42618978626.0,38.299
A,Agilent Technologies,2021-12,2021-12-01,159.64999389648438,154.27505493164062,33711900.0,45090258136.0,40.52
A,Agilent Technologies,2022-01,2022-01-01,139.32000732421875,134.8068389892578,40101000.0,39348420507.0,35.36
A,Agilent Technologies,2022-02,2022-02-01,130.36000061035156,126.13703918457031,42312800.0,36817828392.0,33.086
A,Agilent Technologies,2022-03,2022-03-01,132.3300018310547,128.04322814941406,46251400.0,37374219667.0,33.586
A,Agilent Technologies,2022-04,2022-04-01,119.2699966430664,115.5875015258789,43916800.0,33685657013.0,30.272
A,Agilent Technologies,2022-05,2022-05-01,127.55999755859375,123.62154388427734,45551500.0,36027018087.0,30.737
A,Agilent Technologies,2022-06,2022-06-01,118.7699966430664,115.10293579101562,35110300.0,33544441041.0,28.619
A,Agilent Technologies,2022-07,2022-07-01,134.10000610351562,130.18983459472656,27261300.0,37874125414.0,32.313
A,Agilent Technologies,2022-08,2022-08-01,128.25,124.5103988647461,32066400.0,36221896818.0,29.214
A,Agilent Technologies,2022-09,2022-09-01,121.55000305175781,118.00575256347656,31680800.0,34329603655.0,27.688
A,Agilent Technologies,2022-10,2022-10-01,138.35000610351562,134.54837036132812,27011100.0,39074461176.0,31.515
A,Agilent Technologies,2022-11,2022-11-01,154.97999572753906,150.7213897705078,30737200.0,43771301474.0,37.077
A,Agilent Technologies,2022-12,2022-12-01,149.64999389648438,145.75485229492188,25282200.0,42265938696.0,35.801
A,Agilent Technologies,2023-01,2023-01-01,152.0800018310547,148.1216278076172,25394900.0,42952250561.0,36.383
A,Agilent Technologies,2023-02,2023-02-01,141.97000122070312,138.27479553222656,23987500.0,40096863434.0,31.975
A,Agilent Technologies,2023-03,2023-03-01,138.33999633789062,134.7392578125,38085900.0,39071634099.0,31.158
A,Agilent Technologies,2023-04,2023-04-01,135.42999267578125,132.11988830566406,27783900.0,38249756107.0,30.502
A,Agilent Technologies,2023-05,2023-05-01,115.66999816894531,112.84284973144531,46206000.0,32668902445.0,25.422
A,Agilent Technologies,2023-06,2023-06-01,120.25,117.53492736816406,51386600.0,33962441266.0,26.429
A,Agilent Technologies,2023-07,2023-07-01,121.7699966430664,119.0206069946289,38312400.0,34391736873.0,26.763
A,Agilent Technologies,2023-08,2023-08-01,121.06999969482422,118.33641052246094,41877200.0,34194035374.0,31.611
A,Agilent Technologies,2023-09,2023-09-01,111.81999969482422,109.29525756835938,39804000.0,31581539892.0,29.196
A,Agilent Technologies,2023-10,2023-10-01,103.37000274658203,101.23978424072266,46915400.0,29194990827.0,26.99
A,Agilent Technologies,2023-11,2023-11-01,127.80000305175781,125.16631317138672,46230900.0,36094803305.0,30.501
A,Agilent Technologies,2023-12,2023-12-01,139.02999877929688,136.3951873779297,35272800.0,39266512830.0,33.181
A,Agilent Technologies,2024-01,2024-01-01,130.10000610351562,127.63445281982422,30229800.0,36744397638.0,31.05
A,Agilent Technologies,2024-02,2024-02-01,137.36000061035156,134.75682067871094,32189900.0,38794852000.0,32.861
A,Agilent Technologies,2024-03,2024-03-01,145.50999450683594,142.75238037109375,38461900.0,41096670620.0,34.811
A,Agilent Technologies,2024-04,2024-04-01,137.0399932861328,134.66131591796875,27536200.0,38704471710.0,32.785
A,Agilent Technologies,2024-05,2024-05-01,130.41000366210938,128.1464080810547,37215500.0,36831950851.0,30.976
A,Agilent Technologies,2024-06,2024-06-01,129.6300048828125,127.37994384765625,56307600.0,36611654280.0,30.791
A,Agilent Technologies,2024-07,2024-07-01,141.39999389648438,139.2034912109375,37240500.0,39935875158.0,33.587
A,Agilent Technologies,2024-08,2024-08-01,142.9199981689453,140.69989013671875,33586600.0,40365172919.0,29.775
A,Agilent Technologies,2024-09,2024-09-01,148.47999572753906,146.1735076904297,31203800.0,41935493838.0,30.933
A,Agilent Technologies,2024-10,2024-10-01,130.30999755859375,128.489990234375,30671600.0,36803705933.0,27.148
A,Agilent Technologies,2024-11,2024-11-01,137.97000122070312,136.0430145263672,44594100.0,38967135658.0,31.144
A,Agilent Technologies,2024-12,2024-12-01,134.33999633789062,132.7085418701172,32521200.0,37941906323.0,30.325
A,Agilent Technologies,2025-01,2025-01-01,151.52000427246094,149.67991638183594,35220800.0,42794089362.0,34.203
A,Agilent Technologies,2025-02,2025-02-01,127.91999816894531,126.36651611328125,33084500.0,36128693759.0,29.339
A,Agilent Technologies,2025-03,2025-03-01,116.9800033569336,115.55937957763672,44878900.0,33038889757.0,26.83
A,Agilent Technologies,2025-04,2025-04-01,107.5999984741211,106.51910400390625,52819500.0,30389676743.0,24.679
A,Agilent Technologies,2025-05,2025-05-01,111.91999816894531,110.79571533203125,48347200.0,31609782655.0,27.567
A,Agilent Technologies,2025-06,2025-06-01,118.01000213623047,116.82454681396484,38279400.0,33329794315.0,29.067
A,Agilent Technologies,2025-07,2025-07-01,114.80999755859375,113.89604187011719,39964600.0,32426010801.0,28.278
A,Agilent Technologies,2025-08,2025-08-01,125.66000366210938,124.65966796875,29545700.0,35490399117.0,29.429
A,Agilent Technologies,2025-09,2025-09-01,128.35000610351562,127.58393859863281,37325700.0,36250141736.0,30.059
A,Agilent Technologies,2025-10,2025-10-01,146.36000061035156,145.48643493652344,39357800.0,41336739496.0,34.276
A,Agilent Technologies,2025-11,2025-11-01,153.5,152.58383178710938,37823000.0,43353303404.0,33.589
A,Agilent Technologies,2025-12,2025-12-01,136.07000732421875,135.25787353515625,44354000.0,38430516689.0,29.775
A,Agilent Technologies,2026-01,2026-01-01,133.85000610351562,133.28890991210938,39707800.0,37803517428.0,29.289
A,Agilent Technologies,2026-02,2026-02-01,121.37999725341797,120.87117767333984,48314600.0,34281588587.0,26.795
A,Agilent Technologies,2026-03,2026-03-01,113.9800033569336,113.76119232177734,51993200.0,32191593925.0,25.161
A,Agilent Technologies,2026-04,2026-04-01,115.55000305175781,115.32817840576172,38163400.0,32635011991.0,25.508
A,Agilent Technologies,2026-05,2026-05-01,135.52999877929688,135.2698211669922,52585300.0,38278001026.0,27.215
A,Agilent Technologies,2026-06,2026-06-01,132.8300018310547,132.8300018310547,49943200.0,37515435639.0,26.673
A,Agilent Technologies,2026-07,2026-07-01,138.3699951171875,138.3699951171875,48986100.0,39080106712.0,27.785
A,Agilent Technologies,2026-08,2026-08-01,139.22999572753906,139.22999572753906,1819844.0,39322998356.0,27.958
AA,Alcoa Corp,2021-09,2021-09-01,48.939998626708984,46.59539031982422,170420200.0,12915727876.0,21.465
AA,Alcoa Corp,2021-10,2021-10-01,45.95000076293945,43.844181060791016,187965500.0,12126639199.0,10.686
AA,Alcoa Corp,2021-11,2021-11-01,46.529998779296875,44.39759826660156,165103300.0,12279706154.0,10.821
AA,Alcoa Corp,2021-12,2021-12-01,59.58000183105469,56.84952926635742,194237100.0,15723725216.0,13.856
AA,Alcoa Corp,2022-01,2022-01-01,56.709999084472656,54.11104965209961,150167800.0,14966304384.0,25.093
AA,Alcoa Corp,2022-02,2022-02-01,75.33999633789062,71.88726043701172,156821500.0,19882936620.0,33.336
AA,Alcoa Corp,2022-03,2022-03-01,90.02999877929688,85.99890899658203,203422300.0,23759767011.0,39.836
AA,Alcoa Corp,2022-04,2022-04-01,67.80000305175781,64.76426696777344,142557300.0,17893061176.0,17.749
AA,Alcoa Corp,2022-05,2022-05-01,61.720001220703125,59.057735443115234,156739600.0,16288491268.0,16.157
AA,Alcoa Corp,2022-06,2022-06-01,45.58000183105469,43.613929748535156,132875800.0,12028992986.0,11.932
AA,Alcoa Corp,2022-07,2022-07-01,50.88999938964844,48.694889068603516,127060900.0,13430351495.0,9.901
AA,Alcoa Corp,2022-08,2022-08-01,49.47999954223633,47.44150924682617,113992100.0,13058239218.0,9.626
AA,Alcoa Corp,2022-09,2022-09-01,33.65999984741211,32.27326965332031,166685300.0,8883191878.0,6.549
AA,Alcoa Corp,2022-10,2022-10-01,39.029998779296875,37.517032623291016,191301900.0,10300385316.0,
AA,Alcoa Corp,2022-11,2022-11-01,50.130001068115234,48.1867561340332,127531100.0,13229780760.0,
AA,Alcoa Corp,2022-12,2022-12-01,45.470001220703125,43.7073974609375,85278100.0,11999962786.0,
AA,Alcoa Corp,2023-01,2023-01-01,52.2400016784668,50.214969635009766,107250500.0,13786629850.0,
AA,Alcoa Corp,2023-02,2023-02-01,48.939998626708984,47.042884826660156,90303700.0,12915727876.0,
AA,Alcoa Corp,2023-03,2023-03-01,42.560001373291016,40.98401641845703,129997000.0,11231986342.0,
AA,Alcoa Corp,2023-04,2023-04-01,37.13999938964844,35.764713287353516,91811800.0,9801596626.0,
AA,Alcoa Corp,2023-05,2023-05-01,31.719999313354492,30.63201904296875,83374400.0,8371207414.0,
AA,Alcoa Corp,2023-06,2023-06-01,33.93000030517578,32.76622009277344,102516800.0,8954447549.0,
AA,Alcoa Corp,2023-07,2023-07-01,36.189998626708984,34.948699951171875,119817000.0,9550882452.0,
AA,Alcoa Corp,2023-08,2023-08-01,30.079999923706055,29.134084701538086,135865000.0,7938396085.0,
AA,Alcoa Corp,2023-09,2023-09-01,29.059999465942383,28.146162033081055,121851700.0,7669208331.0,
AA,Alcoa Corp,2023-10,2023-10-01,25.639999389648438,24.939790725708008,135238600.0,6766638009.0,
AA,Alcoa Corp,2023-11,2023-11-01,26.860000610351562,26.126476287841797,90315000.0,7088607854.0,
AA,Alcoa Corp,2023-12,2023-12-01,34.0,33.07148742675781,142845600.0,8972921130.0,
AA,Alcoa Corp,2024-01,2024-01-01,29.75,28.937551498413086,135997900.0,7851305989.0,
AA,Alcoa Corp,2024-02,2024-02-01,27.209999084472656,26.466915130615234,116362400.0,7180975757.0,
AA,Alcoa Corp,2024-03,2024-03-01,33.790000915527344,32.986392974853516,125296000.0,8917500388.0,
AA,Alcoa Corp,2024-04,2024-04-01,35.13999938964844,34.304283142089844,158015900.0,9273777736.0,
AA,Alcoa Corp,2024-05,2024-05-01,44.27000045776367,43.3222541809082,122212600.0,11683271251.0,
AA,Alcoa Corp,2024-06,2024-06-01,39.779998779296875,38.928375244140625,82381700.0,10498317400.0,
AA,Alcoa Corp,2024-07,2024-07-01,33.040000915527344,32.33266830444336,127631700.0,8719568304.0,
AA,Alcoa Corp,2024-08,2024-08-01,32.099998474121094,31.515918731689453,148079300.0,8471492782.0,
AA,Alcoa Corp,2024-09,2024-09-01,38.58000183105469,37.878013610839844,120570500.0,10181626871.0,
AA,Alcoa Corp,2024-10,2024-10-01,40.09000015258789,39.45581817626953,107372500.0,10580129690.0,
AA,Alcoa Corp,2024-11,2024-11-01,46.43000030517578,45.695526123046875,94044700.0,12253315612.0,
AA,Alcoa Corp,2024-12,2024-12-01,37.779998779296875,37.18235397338867,84731800.0,9970498510.0,
AA,Alcoa Corp,2025-01,2025-01-01,35.31999969482422,34.76127243041992,109548800.0,9321281517.0,135.846
AA,Alcoa Corp,2025-02,2025-02-01,33.25,32.724021911621094,87837600.0,8774989046.0,127.885
AA,Alcoa Corp,2025-03,2025-03-01,30.5,30.11363983154297,104564600.0,8049238072.0,117.308
AA,Alcoa Corp,2025-04,2025-04-01,24.530000686645508,24.21926498413086,168285900.0,6473698867.0,6.559
AA,Alcoa Corp,2025-05,2025-05-01,26.770000457763672,26.521066665649414,130955900.0,7064855963.0,7.158
AA,Alcoa Corp,2025-06,2025-06-01,29.510000228881836,29.23558807373047,123649300.0,7787967782.0,7.89
AA,Alcoa Corp,2025-07,2025-07-01,29.969999313354492,29.69130516052246,141121300.0,7909365885.0,7.052
AA,Alcoa Corp,2025-08,2025-08-01,32.189998626708984,31.99976921081543,105349200.0,8495244672.0,7.574
AA,Alcoa Corp,2025-09,2025-09-01,32.88999938964844,32.69563293457031,136911800.0,8679981485.0,7.739
AA,Alcoa Corp,2025-10,2025-10-01,36.790000915527344,36.57258605957031,185652600.0,9709228723.0,7.745
AA,Alcoa Corp,2025-11,2025-11-01,41.7400016784668,41.60517501831055,107866400.0,11015580677.0,8.787
AA,Alcoa Corp,2025-12,2025-12-01,53.13999938964844,52.96834945678711,130696500.0,14024147746.0,11.187
AA,Alcoa Corp,2026-01,2026-01-01,56.810001373291016,56.626495361328125,183982600.0,14992695933.0,13.0
AA,Alcoa Corp,2026-02,2026-02-01,62.08000183105469,61.87947463989258,134070400.0,16383498829.0,14.206
AA,Alcoa Corp,2026-03,2026-03-01,66.33000183105469,66.22402954101562,155692000.0,17505113970.0,15.178
AA,Alcoa Corp,2026-04,2026-04-01,63.790000915527344,63.68808364868164,102691800.0,16834783738.0,16.356
AA,Alcoa Corp,2026-05,2026-05-01,77.63999938964844,77.63999938964844,85605000.0,20489929149.0,19.908
AA,Alcoa Corp,2026-06,2026-06-01,52.13999938964844,52.13999938964844,122603700.0,13760238301.0,13.369
AA,Alcoa Corp,2026-07,2026-07-01,45.2599983215332,45.2599983215332,138330400.0,11944541038.0,9.41
AA,Alcoa Corp,2026-08,2026-08-01,46.7599983215332,46.7599983215332,5498992.0,12340405205.0,9.721
AACB,Artius II Acquisition Inc.,2025-05,2025-05-01,10.074999809265137,10.074999809265137,824000.0,,
AACB,Artius II Acquisition Inc.,2025-06,2025-06-01,10.119999885559082,10.119999885559082,2348200.0,,
AACB,Artius II Acquisition Inc.,2025-07,2025-07-01,10.140000343322754,10.140000343322754,485500.0,,
AACB,Artius II Acquisition Inc.,2025-08,2025-08-01,10.130000114440918,10.130000114440918,1283000.0,,
AACB,Artius II Acquisition Inc.,2025-09,2025-09-01,10.180000305175781,10.180000305175781,30700.0,,
AACB,Artius II Acquisition Inc.,2025-10,2025-10-01,10.232000350952148,10.232000350952148,1382500.0,,
AACB,Artius II Acquisition Inc.,2025-11,2025-11-01,10.270000457763672,10.270000457763672,143000.0,,
AACB,Artius II Acquisition Inc.,2025-12,2025-12-01,10.300000190734863,10.300000190734863,971200.0,,
AACB,Artius II Acquisition Inc.,2026-01,2026-01-01,10.390000343322754,10.390000343322754,387600.0,,
AACB,Artius II Acquisition Inc.,2026-02,2026-02-01,10.340999603271484,10.340999603271484,109900.0,,
AACB,Artius II Acquisition Inc.,2026-03,2026-03-01,10.34000015258789,10.34000015258789,324600.0,,
AACB,Artius II Acquisition Inc.,2026-04,2026-04-01,10.380000114440918,10.380000114440918,346900.0,,
AACB,Artius II Acquisition Inc.,2026-05,2026-05-01,10.460000038146973,10.460000038146973,494000.0,,
AACB,Artius II Acquisition Inc.,2026-06,2026-06-01,10.489999771118164,10.489999771118164,608000.0,,
AACB,Artius II Acquisition Inc.,2026-07,2026-07-01,10.529999732971191,10.529999732971191,549200.0,,
AACB,Artius II Acquisition Inc.,2026-08,2026-08-01,10.539999961853027,10.539999961853027,13676.0,,
AACI,Armada Acquisition Corp. III,2026-04,2026-04-01,9.930000305175781,9.930000305175781,1068900.0,,
AACI,Armada Acquisition Corp. III,2026-05,2026-05-01,9.960000038146973,9.960000038146973,54900.0,,
AACI,Armada Acquisition Corp. III,2026-06,2026-06-01,9.989999771118164,9.989999771118164,513600.0,,
AACI,Armada Acquisition Corp. III,2026-07,2026-07-01,9.989999771118164,9.989999771118164,879400.0,,
AACI,Armada Acquisition Corp. III,2026-08,2026-08-01,9.989999771118164,9.989999771118164,40.0,,
AACO,Abony Acquisition Corp. I,2026-05,2026-05-01,9.890000343322754,9.890000343322754,28100.0,,
AACO,Abony Acquisition Corp. I,2026-06,2026-06-01,9.899999618530273,9.899999618530273,540800.0,,
AACO,Abony Acquisition Corp. I,2026-07,2026-07-01,9.9399995803833,9.9399995803833,152100.0,,
AACP,Apogee Acquisition Corp,2026-06,2026-06-01,9.949999809265137,9.949999809265137,5738000.0,,
AACP,Apogee Acquisition Corp,2026-07,2026-07-01,10.010000228881836,10.010000228881836,361000.0,,
AAL,"American Airlines Group, Inc.",2021-09,2021-09-01,20.520000457763672,20.520000457763672,684885900.0,13583623698.0,
AAL,"American Airlines Group, Inc.",2021-10,2021-10-01,19.200000762939453,19.200000762939453,574168900.0,12709823564.0,
AAL,"American Airlines Group, Inc.",2021-11,2021-11-01,17.690000534057617,17.690000534057617,715400700.0,11710248787.0,
AAL,"American Airlines Group, Inc.",2021-12,2021-12-01,17.959999084472656,17.959999084472656,899699400.0,11888979714.0,
AAL,"American Airlines Group, Inc.",2022-01,2022-01-01,16.469999313354492,16.469999313354492,814025900.0,10902644638.0,
AAL,"American Airlines Group, Inc.",2022-02,2022-02-01,17.25,17.25,761641100.0,11418981655.0,
AAL,"American Airlines Group, Inc.",2022-03,2022-03-01,18.25,18.25,1207906400.0,12080951606.0,
AAL,"American Airlines Group, Inc.",2022-04,2022-04-01,18.770000457763672,18.770000457763672,770056000.0,12425176283.0,
AAL,"American Airlines Group, Inc.",2022-05,2022-05-01,17.8700008392334,17.8700008392334,674796200.0,11829403580.0,
AAL,"American Airlines Group, Inc.",2022-06,2022-06-01,12.680000305175781,12.680000305175781,800097200.0,8393779181.0,
AAL,"American Airlines Group, Inc.",2022-07,2022-07-01,13.710000038146973,13.710000038146973,740962700.0,9075608053.0,
AAL,"American Airlines Group, Inc.",2022-08,2022-08-01,12.989999771118164,12.989999771118164,577818400.0,8598989512.0,
AAL,"American Airlines Group, Inc.",2022-09,2022-09-01,12.039999961853027,12.039999961853027,689436500.0,7970118185.0,
AAL,"American Airlines Group, Inc.",2022-10,2022-10-01,14.180000305175781,14.180000305175781,804686600.0,9386734107.0,
AAL,"American Airlines Group, Inc.",2022-11,2022-11-01,14.430000305175781,14.430000305175781,524101400.0,9552226595.0,
AAL,"American Airlines Group, Inc.",2022-12,2022-12-01,12.720000267028809,12.720000267028809,524327900.0,8420257953.0,
AAL,"American Airlines Group, Inc.",2023-01,2023-01-01,16.139999389648438,16.139999389648438,678415500.0,10684194605.0,84.947
AAL,"American Airlines Group, Inc.",2023-02,2023-02-01,15.979999542236328,15.979999542236328,377967600.0,10578279514.0,84.105
AAL,"American Airlines Group, Inc.",2023-03,2023-03-01,14.75,14.75,474716700.0,9764056777.0,77.632
AAL,"American Airlines Group, Inc.",2023-04,2023-04-01,13.640000343322754,13.640000343322754,580831800.0,9029270359.0,4.996
AAL,"American Airlines Group, Inc.",2023-05,2023-05-01,14.779999732971191,14.779999732971191,522168000.0,9783915699.0,5.414
AAL,"American Airlines Group, Inc.",2023-06,2023-06-01,17.940000534057617,17.940000534057617,460232500.0,11875741274.0,6.571
AAL,"American Airlines Group, Inc.",2023-07,2023-07-01,16.75,16.75,491929100.0,11087996679.0,4.262
AAL,"American Airlines Group, Inc.",2023-08,2023-08-01,14.729999542236328,14.729999542236328,515365700.0,9750817075.0,3.748
AAL,"American Airlines Group, Inc.",2023-09,2023-09-01,12.8100004196167,12.8100004196167,538498400.0,8479835350.0,3.26
AAL,"American Airlines Group, Inc.",2023-10,2023-10-01,11.149999618530273,11.149999618530273,956594300.0,7380964701.0,4.627
AAL,"American Airlines Group, Inc.",2023-11,2023-11-01,12.430000305175781,12.430000305175781,669133500.0,8228286693.0,5.158
AAL,"American Airlines Group, Inc.",2023-12,2023-12-01,13.739999771118164,13.739999771118164,670269900.0,9095466975.0,5.701
AAL,"American Airlines Group, Inc.",2024-01,2024-01-01,14.229999542236328,14.229999542236328,938871300.0,9419832100.0,11.76
AAL,"American Airlines Group, Inc.",2024-02,2024-02-01,15.680000305175781,15.680000305175781,567757400.0,10379689034.0,12.959
AAL,"American Airlines Group, Inc.",2024-03,2024-03-01,15.350000381469727,15.350000381469727,584498200.0,10161239000.0,12.686
AAL,"American Airlines Group, Inc.",2024-04,2024-04-01,13.510000228881836,13.510000228881836,764932000.0,8943214190.0,19.028
AAL,"American Airlines Group, Inc.",2024-05,2024-05-01,11.5,11.5,765037700.0,7612654436.0,16.197
AAL,"American Airlines Group, Inc.",2024-06,2024-06-01,11.329999923706055,11.329999923706055,600956400.0,7500119494.0,15.958
AAL,"American Airlines Group, Inc.",2024-07,2024-07-01,10.640000343322754,10.640000343322754,855739400.0,7043360506.0,
AAL,"American Airlines Group, Inc.",2024-08,2024-08-01,10.619999885559082,10.619999885559082,650402100.0,7030120804.0,
AAL,"American Airlines Group, Inc.",2024-09,2024-09-01,11.239999771118164,11.239999771118164,819527400.0,7440542098.0,
AAL,"American Airlines Group, Inc.",2024-10,2024-10-01,13.399999618530273,13.399999618530273,794564600.0,8870397091.0,30.455
AAL,"American Airlines Group, Inc.",2024-11,2024-11-01,14.520000457763672,14.520000457763672,463085500.0,9611803992.0,33.0
AAL,"American Airlines Group, Inc.",2024-12,2024-12-01,17.43000030517578,17.43000030517578,542930900.0,11538136448.0,39.614
AAL,"American Airlines Group, Inc.",2025-01,2025-01-01,16.920000076293945,16.920000076293945,673678500.0,11200531621.0,13.645
AAL,"American Airlines Group, Inc.",2025-02,2025-02-01,14.350000381469727,14.350000381469727,671245100.0,9499269049.0,11.573
AAL,"American Airlines Group, Inc.",2025-03,2025-03-01,10.550000190734863,10.550000190734863,1369394500.0,6983783109.0,8.508
AAL,"American Airlines Group, Inc.",2025-04,2025-04-01,9.949999809265137,9.949999809265137,1553896900.0,6586600886.0,9.95
AAL,"American Airlines Group, Inc.",2025-05,2025-05-01,11.40999984741211,11.40999984741211,1272565200.0,7553077040.0,11.41
AAL,"American Airlines Group, Inc.",2025-06,2025-06-01,11.220000267028809,11.220000267028809,1059901200.0,7427303027.0,11.22
AAL,"American Airlines Group, Inc.",2025-07,2025-07-01,11.489999771118164,11.489999771118164,1535823900.0,7606034585.0,12.767
AAL,"American Airlines Group, Inc.",2025-08,2025-08-01,13.369999885559082,13.369999885559082,1326717000.0,8850538169.0,14.856
AAL,"American Airlines Group, Inc.",2025-09,2025-09-01,11.239999771118164,11.239999771118164,1902992800.0,7440542098.0,12.489
AAL,"American Airlines Group, Inc.",2025-10,2025-10-01,13.130000114440918,13.130000114440918,1460345300.0,8691665532.0,13.677
AAL,"American Airlines Group, Inc.",2025-11,2025-11-01,14.050000190734863,14.050000190734863,1009937500.0,9300677938.0,14.635
AAL,"American Airlines Group, Inc.",2025-12,2025-12-01,15.329999923706055,15.329999923706055,1201731900.0,10147999298.0,15.969
AAL,"American Airlines Group, Inc.",2026-01,2026-01-01,13.300000190734863,13.300000190734863,1205184300.0,8804200475.0,78.235
AAL,"American Airlines Group, Inc.",2026-02,2026-02-01,13.069999694824219,13.069999694824219,1034923200.0,8651947058.0,76.882
AAL,"American Airlines Group, Inc.",2026-03,2026-03-01,10.739999771118164,10.739999771118164,1822282700.0,7109557122.0,63.176
AAL,"American Airlines Group, Inc.",2026-04,2026-04-01,11.710000038146973,11.710000038146973,1182160600.0,7751668151.0,37.774
AAL,"American Airlines Group, Inc.",2026-05,2026-05-01,14.640000343322754,14.640000343322754,1309866500.0,9691240310.0,47.226
AAL,"American Airlines Group, Inc.",2026-06,2026-06-01,18.06999969482422,18.06999969482422,2841652700.0,11961796813.0,58.29
AAL,"American Airlines Group, Inc.",2026-07,2026-07-01,15.270000457763672,15.270000457763672,2711008900.0,10108281455.0,
AAL,"American Airlines Group, Inc.",2026-08,2026-08-01,16.459999084472656,16.459999084472656,73456278.0,10896024787.0,
AAME,Atlantic American Corporation,2021-09,2021-09-01,4.150000095367432,3.9837749004364014,1065900.0,84648498.0,5.39
AAME,Atlantic American Corporation,2021-10,2021-10-01,4.079999923706055,3.916578769683838,431100.0,83220689.0,6.476
AAME,Atlantic American Corporation,2021-11,2021-11-01,3.9000000953674316,3.743788242340088,317500.0,79549191.0,6.19
AAME,Atlantic American Corporation,2021-12,2021-12-01,2.450000047683716,2.3518669605255127,463000.0,49973210.0,3.889
AAME,Atlantic American Corporation,2022-01,2022-01-01,2.5899999141693115,2.4862592220306396,453400.0,52828819.0,13.632
AAME,Atlantic American Corporation,2022-02,2022-02-01,2.450000047683716,2.3518669605255127,195300.0,49973210.0,12.895
AAME,Atlantic American Corporation,2022-03,2022-03-01,3.130000114440918,3.0046303272247314,177200.0,63843326.0,16.474
AAME,Atlantic American Corporation,2022-04,2022-04-01,3.049999952316284,2.944010019302368,267400.0,62211544.0,8.714
AAME,Atlantic American Corporation,2022-05,2022-05-01,3.140000104904175,3.0308828353881836,136000.0,64047298.0,8.971
AAME,Atlantic American Corporation,2022-06,2022-06-01,2.6700000762939453,2.5772156715393066,158100.0,54460600.0,7.629
